Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
KM279526,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC430Y11,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2011
KM279527,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC505Y11,Dengue virus,ssRNA(+),10687,Singapore,Singapore,,Homo sapiens,blood,2011
KM279528,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC589Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279529,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC592Y12,Dengue virus,ssRNA(+),10700,Singapore,Singapore,,Homo sapiens,blood,2012
KM279530,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC597Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279531,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC610Y12,Dengue virus,ssRNA(+),10695,Singapore,Singapore,,Homo sapiens,blood,2012
KM279532,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC618Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279533,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC619Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279534,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC620Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279535,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC621Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279536,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC629Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279537,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC635Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279538,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC639Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279539,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC641Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279540,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC642Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279541,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC643Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279542,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC644Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279543,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC645Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279544,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC649Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279545,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC652Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279546,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC654Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279547,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC655Y12,Dengue virus,ssRNA(+),10670,Singapore,Singapore,,Homo sapiens,blood,2012
KM279548,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC657Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279549,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC661Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279550,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC663Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279551,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC669Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279552,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC673Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279553,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC677Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279554,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC687Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279555,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC694Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279556,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC704Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279557,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC710Y12,Dengue virus,ssRNA(+),10724,Singapore,Singapore,,Homo sapiens,blood,2012
KM279558,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC730Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279559,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC735Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279560,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC740Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279561,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC756Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279562,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC763Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279563,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC766Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279564,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC786Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279565,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC790Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279566,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC793Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279567,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC811Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279568,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC812Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279569,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC814Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279570,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC848Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279571,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC648Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279572,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC795Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279573,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC796Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279574,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC802Y12,Dengue virus,ssRNA(+),10322,Singapore,Singapore,,Homo sapiens,blood,2012
KM279575,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC827Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279576,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1433Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279577,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1434Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279578,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1436Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279579,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1502Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279580,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1519Y13,Dengue virus,ssRNA(+),10322,Singapore,Singapore,,Homo sapiens,blood,2013
KM279581,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC380Y11,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2011
KM279582,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC389Y11,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2011
KM279583,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC408Y11,Dengue virus,ssRNA(+),10695,Singapore,Singapore,,Homo sapiens,blood,2011
KM279584,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC410Y11,Dengue virus,ssRNA(+),10634,Singapore,Singapore,,Homo sapiens,blood,2011
KM279585,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC412Y11,Dengue virus,ssRNA(+),10273,Singapore,Singapore,,Homo sapiens,blood,2011
KM279586,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC427Y11,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2011
KM279587,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC596Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279588,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC636Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279589,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC666Y12,Dengue virus,ssRNA(+),10675,Singapore,Singapore,,Homo sapiens,blood,2012
KM279590,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC688Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279591,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC716Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279592,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC720Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279593,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC759Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279594,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC771Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279595,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC792Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279596,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC849Y12,Dengue virus,ssRNA(+),10682,Singapore,Singapore,,Homo sapiens,blood,2012
KM279597,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,DC719Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279598,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1379Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279599,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1429Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279600,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1432Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
KM279601,"Hapuarachchi,H.C., Chua,R.C., Shi,Y., Thein,T.L., Lee,L.K., Lee,K.S., Lye,D.C., Ng,L.C., Leo,Y.S., Chua,R.C.R.","National Environment Agency, Environmental Health Institute",Singapore,2015-04-04T00:00:00Z,E1439Y12,Dengue virus,ssRNA(+),10723,Singapore,Singapore,,Homo sapiens,blood,2012
